Keyword_ID,Search_Keyword,Target_Cat_ID,Mapping_Type,Priority,Market,Mapping_Result
K0023321,대리석,C016113,EX(완전일치),1,G마켓2.0,조명/인테리어 > 타일/바닥재 > 대리석
K0023322,데코타일,C016114,EX(완전일치),1,G마켓2.0,조명/인테리어 > 타일/바닥재 > 데코타일
K0023323,마루,C016115,EX(완전일치),1,G마켓2.0,조명/인테리어 > 타일/바닥재 > 마루
K0023324,장판,C016116,EX(완전일치),1,G마켓2.0,조명/인테리어 > 타일/바닥재 > 장판
K0023325,라카/스프레이페인트,C016117,EX(완전일치),1,G마켓2.0,조명/인테리어 > 페인트 > 라카/스프레이페인트
K0023326,라카,C016117,SY(유의어분리),2,G마켓2.0,조명/인테리어 > 페인트 > 라카/스프레이페인트
K0023327,스프레이페인트,C016117,SY(유의어분리),2,G마켓2.0,조명/인테리어 > 페인트 > 라카/스프레이페인트
K0023328,바니쉬,C016119,EX(완전일치),1,G마켓2.0,조명/인테리어 > 페인트 > 바니쉬
K0023329,방수페인트,C016120,EX(완전일치),1,G마켓2.0,조명/인테리어 > 페인트 > 방수페인트
K0023330,수성페인트,C016121,EX(완전일치),1,G마켓2.0,조명/인테리어 > 페인트 > 수성페인트
K0023331,스테인,C016122,EX(완전일치),1,G마켓2.0,조명/인테리어 > 페인트 > 스테인
K0023332,에폭시,C016123,EX(완전일치),1,G마켓2.0,조명/인테리어 > 페인트 > 에폭시
K0023333,우레탄,C016124,EX(완전일치),1,G마켓2.0,조명/인테리어 > 페인트 > 우레탄
K0023334,유성페인트,C016125,EX(완전일치),1,G마켓2.0,조명/인테리어 > 페인트 > 유성페인트
K0023335,젯소,C016126,EX(완전일치),1,G마켓2.0,조명/인테리어 > 페인트 > 젯소
K0023336,페인트/도장용품,C016127,EX(완전일치),1,G마켓2.0,조명/인테리어 > 페인트 > 페인트/도장용품
K0023337,페인트,C016127,SY(유의어분리),2,G마켓2.0,조명/인테리어 > 페인트 > 페인트/도장용품
K0023338,도장용품,C016127,SY(유의어분리),2,G마켓2.0,조명/인테리어 > 페인트 > 페인트/도장용품
K0023339,기타홈갤러리/액자,C016128,EX(완전일치),1,G마켓2.0,조명/인테리어 > 홈갤러리/액자 > 기타홈갤러리/액자
K0023340,기타홈갤러리,C016128,SY(유의어분리),2,G마켓2.0,조명/인테리어 > 홈갤러리/액자 > 기타홈갤러리/액자
K0023341,액자,C016128,SY(유의어분리),2,G마켓2.0,조명/인테리어 > 홈갤러리/액자 > 기타홈갤러리/액자
K0023342,벽걸이액자,C016130,EX(완전일치),1,G마켓2.0,조명/인테리어 > 홈갤러리/액자 > 벽걸이액자
K0023343,사진작품,C016131,EX(완전일치),1,G마켓2.0,조명/인테리어 > 홈갤러리/액자 > 사진작품
K0023344,아트포스터,C016132,EX(완전일치),1,G마켓2.0,조명/인테리어 > 홈갤러리/액자 > 아트포스터
K0023345,유화그리기세트,C016133,EX(완전일치),1,G마켓2.0,조명/인테리어 > 홈갤러리/액자 > 유화그리기세트
K0023346,탁상액자,C016134,EX(완전일치),1,G마켓2.0,조명/인테리어 > 홈갤러리/액자 > 탁상액자
K0023347,회화,C016135,EX(완전일치),1,G마켓2.0,조명/인테리어 > 홈갤러리/액자 > 회화
K0023348,기타간식메이커,C016136,EX(완전일치),1,G마켓2.0,주방가전 > 간식메이커 > 기타간식메이커
K0023349,샌드위치메이커,C016139,EX(완전일치),1,G마켓2.0,주방가전 > 간식메이커 > 샌드위치메이커
K0023350,솜사탕기계,C016140,EX(완전일치),1,G마켓2.0,주방가전 > 간식메이커 > 솜사탕기계
K0023351,스낵메이커,C016141,EX(완전일치),1,G마켓2.0,주방가전 > 간식메이커 > 스낵메이커
K0023352,와플메이커,C016142,EX(완전일치),1,G마켓2.0,주방가전 > 간식메이커 > 와플메이커
K0023353,염도계,C016143,EX(완전일치),1,G마켓2.0,주방가전 > 계량측정기기 > 염도계
K0023354,전자저울,C016145,EX(완전일치),1,G마켓2.0,주방가전 > 계량측정기기 > 전자저울
K0023355,김치냉장고,C016146,EX(완전일치),1,G마켓2.0,주방가전 > 냉장고/냉동고 > 김치냉장고
K0023356,냉동고,C016148,EX(완전일치),1,G마켓2.0,주방가전 > 냉장고/냉동고 > 냉동고
K0023357,냉장고/냉동고용품,C016149,EX(완전일치),1,G마켓2.0,주방가전 > 냉장고/냉동고 > 냉장고/냉동고용품
K0023358,냉장고,C016149,SY(유의어분리),2,G마켓2.0,주방가전 > 냉장고/냉동고 > 냉장고/냉동고용품
K0023359,냉동고용품,C016149,SY(유의어분리),2,G마켓2.0,주방가전 > 냉장고/냉동고 > 냉장고/냉동고용품
K0023360,냉장쇼케이스,C016150,EX(완전일치),1,G마켓2.0,주방가전 > 냉장고/냉동고 > 냉장쇼케이스
K0023361,쌀냉장고,C016151,EX(완전일치),1,G마켓2.0,주방가전 > 냉장고/냉동고 > 쌀냉장고
K0023362,양문형냉장고,C016152,EX(완전일치),1,G마켓2.0,주방가전 > 냉장고/냉동고 > 양문형냉장고
K0023363,업소용냉장고,C016153,EX(완전일치),1,G마켓2.0,주방가전 > 냉장고/냉동고 > 업소용냉장고
K0023364,와인셀러,C016154,EX(완전일치),1,G마켓2.0,주방가전 > 냉장고/냉동고 > 와인셀러
K0023365,일반냉장고,C016155,EX(완전일치),1,G마켓2.0,주방가전 > 냉장고/냉동고 > 일반냉장고
K0023366,화장품냉장고,C016156,EX(완전일치),1,G마켓2.0,주방가전 > 냉장고/냉동고 > 화장품냉장고
K0023367,가스레인지,C016157,EX(완전일치),1,G마켓2.0,주방가전 > 레인지 > 가스레인지
K0023368,레인지용품,C016159,EX(완전일치),1,G마켓2.0,주방가전 > 레인지 > 레인지용품
K0023369,레인지후드,C016160,EX(완전일치),1,G마켓2.0,주방가전 > 레인지 > 레인지후드
K0023370,인덕션,C016161,EX(완전일치),1,G마켓2.0,주방가전 > 레인지 > 인덕션
K0023371,전자레인지,C016162,EX(완전일치),1,G마켓2.0,주방가전 > 레인지 > 전자레인지
K0023372,하이라이트 전기레인지,C016163,EX(완전일치),1,G마켓2.0,주방가전 > 레인지 > 하이라이트 전기레인지
K0023373,하이라이트,C016163,MO(형태소분리),3,G마켓2.0,주방가전 > 레인지 > 하이라이트 전기레인지
K0023374,전기레인지,C016163,MO(형태소분리),3,G마켓2.0,주방가전 > 레인지 > 하이라이트 전기레인지
K0023375,하이브리드 전기레인지,C016164,EX(완전일치),1,G마켓2.0,주방가전 > 레인지 > 하이브리드 전기레인지
K0023376,하이브리드,C016164,MO(형태소분리),3,G마켓2.0,주방가전 > 레인지 > 하이브리드 전기레인지
K0023377,전기레인지,C016164,MO(형태소분리),3,G마켓2.0,주방가전 > 레인지 > 하이브리드 전기레인지
K0023378,핫플레이트,C016165,EX(완전일치),1,G마켓2.0,주방가전 > 레인지 > 핫플레이트
K0023379,녹즙기/쥬서기,C016166,EX(완전일치),1,G마켓2.0,주방가전 > 믹서기/원액기 > 녹즙기/쥬서기
K0023380,녹즙기,C016166,SY(유의어분리),2,G마켓2.0,주방가전 > 믹서기/원액기 > 녹즙기/쥬서기
K0023381,쥬서기,C016166,SY(유의어분리),2,G마켓2.0,주방가전 > 믹서기/원액기 > 녹즙기/쥬서기
K0023382,믹서기,C016168,EX(완전일치),1,G마켓2.0,주방가전 > 믹서기/원액기 > 믹서기
K0023383,믹서기/원액기용품,C016169,EX(완전일치),1,G마켓2.0,주방가전 > 믹서기/원액기 > 믹서기/원액기용품
K0023384,믹서기,C016169,SY(유의어분리),2,G마켓2.0,주방가전 > 믹서기/원액기 > 믹서기/원액기용품
K0023385,원액기용품,C016169,SY(유의어분리),2,G마켓2.0,주방가전 > 믹서기/원액기 > 믹서기/원액기용품
K0023386,블렌더,C016170,EX(완전일치),1,G마켓2.0,주방가전 > 믹서기/원액기 > 블렌더
K0023387,빙과기기용품,C016171,EX(완전일치),1,G마켓2.0,주방가전 > 빙과기기 > 빙과기기용품
K0023388,빙수기,C016173,EX(완전일치),1,G마켓2.0,주방가전 > 빙과기기 > 빙수기
K0023389,슬러시기계,C016174,EX(완전일치),1,G마켓2.0,주방가전 > 빙과기기 > 슬러시기계
K0023390,아이스크림제조기,C016175,EX(완전일치),1,G마켓2.0,주방가전 > 빙과기기 > 아이스크림제조기
K0023391,제빙기,C016176,EX(완전일치),1,G마켓2.0,주방가전 > 빙과기기 > 제빙기
K0023392,기타식기세척건조기,C016177,EX(완전일치),1,G마켓2.0,주방가전 > 식기세척건조기 > 기타식기세척건조기
K0023393,식기건조기/식기살균기,C016179,EX(완전일치),1,G마켓2.0,주방가전 > 식기세척건조기 > 식기건조기/식기살균기
K0023394,식기건조기,C016179,SY(유의어분리),2,G마켓2.0,주방가전 > 식기세척건조기 > 식기건조기/식기살균기
K0023395,식기살균기,C016179,SY(유의어분리),2,G마켓2.0,주방가전 > 식기세척건조기 > 식기건조기/식기살균기
K0023396,식기세척기,C016180,EX(완전일치),1,G마켓2.0,주방가전 > 식기세척건조기 > 식기세척기
K0023397,야채/과일세척기,C016181,EX(완전일치),1,G마켓2.0,주방가전 > 식기세척건조기 > 야채/과일세척기
K0023398,야채,C016181,SY(유의어분리),2,G마켓2.0,주방가전 > 식기세척건조기 > 야채/과일세척기
K0023399,과일세척기,C016181,SY(유의어분리),2,G마켓2.0,주방가전 > 식기세척건조기 > 야채/과일세척기
K0023400,온장고,C016182,EX(완전일치),1,G마켓2.0,주방가전 > 식기세척건조기 > 온장고
K0023401,거품반죽기,C016183,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 거품반죽기
K0023402,기타식품제조기,C016185,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 기타식품제조기
K0023403,누룽지제조기,C016186,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 누룽지제조기
K0023404,두부/두유제조기,C016187,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 두부/두유제조기
K0023405,두부,C016187,SY(유의어분리),2,G마켓2.0,주방가전 > 식품제조기 > 두부/두유제조기
K0023406,두유제조기,C016187,SY(유의어분리),2,G마켓2.0,주방가전 > 식품제조기 > 두부/두유제조기
K0023407,식품건조기,C016188,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 식품건조기
K0023408,식품제조기용품,C016189,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 식품제조기용품
K0023409,요구르트제조기,C016190,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 요구르트제조기
K0023410,제면기,C016191,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 제면기
K0023411,제빵기/제과기,C016192,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 제빵기/제과기
K0023412,제빵기,C016192,SY(유의어분리),2,G마켓2.0,주방가전 > 식품제조기 > 제빵기/제과기
K0023413,제과기,C016192,SY(유의어분리),2,G마켓2.0,주방가전 > 식품제조기 > 제빵기/제과기
K0023414,죽제조기,C016193,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 죽제조기
K0023415,채유기,C016194,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 채유기
K0023416,탄산수제조기,C016195,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 탄산수제조기
K0023417,팝콘제조기,C016196,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 팝콘제조기
K0023418,햄버거메이커,C016197,EX(완전일치),1,G마켓2.0,주방가전 > 식품제조기 > 햄버거메이커
K0023419,가스오븐,C016198,EX(완전일치),1,G마켓2.0,주방가전 > 오븐 > 가스오븐
K0023420,전기오븐,C016200,EX(완전일치),1,G마켓2.0,주방가전 > 오븐 > 전기오븐
K0023421,전기그릴,C016201,EX(완전일치),1,G마켓2.0,주방가전 > 전기그릴/전기팬 > 전기그릴
K0023422,전기그릴/전기팬용품,C016203,EX(완전일치),1,G마켓2.0,주방가전 > 전기그릴/전기팬 > 전기그릴/전기팬용품
K0023423,전기그릴,C016203,SY(유의어분리),2,G마켓2.0,주방가전 > 전기그릴/전기팬 > 전기그릴/전기팬용품
K0023424,전기팬용품,C016203,SY(유의어분리),2,G마켓2.0,주방가전 > 전기그릴/전기팬 > 전기그릴/전기팬용품
K0023425,전기팬,C016204,EX(완전일치),1,G마켓2.0,주방가전 > 전기그릴/전기팬 > 전기팬
K0023426,전기밥솥,C016205,EX(완전일치),1,G마켓2.0,주방가전 > 전기밥솥 > 전기밥솥
K0023427,전기밥솥용품,C016207,EX(완전일치),1,G마켓2.0,주방가전 > 전기밥솥 > 전기밥솥용품
K0023428,전기냄비,C016208,EX(완전일치),1,G마켓2.0,주방가전 > 전기쿠커 > 전기냄비
K0023429,전기찜기,C016210,EX(완전일치),1,G마켓2.0,주방가전 > 전기쿠커 > 전기찜기
K0023430,라면포트,C016211,EX(완전일치),1,G마켓2.0,주방가전 > 전기포트 > 라면포트
K0023431,보온/분유포트,C016213,EX(완전일치),1,G마켓2.0,주방가전 > 전기포트 > 보온/분유포트
K0023432,보온,C016213,SY(유의어분리),2,G마켓2.0,주방가전 > 전기포트 > 보온/분유포트
K0023433,분유포트,C016213,SY(유의어분리),2,G마켓2.0,주방가전 > 전기포트 > 보온/분유포트
K0023434,일반전기포트,C016214,EX(완전일치),1,G마켓2.0,주방가전 > 전기포트 > 일반전기포트
K0023435,전기포트용품,C016215,EX(완전일치),1,G마켓2.0,주방가전 > 전기포트 > 전기포트용품
K0023436,비닐접착기,C016216,EX(완전일치),1,G마켓2.0,주방가전 > 주방보조기기 > 비닐접착기
K0023437,음식물처리기,C016218,EX(완전일치),1,G마켓2.0,주방가전 > 주방보조기기 > 음식물처리기
K0023438,주방보조기기용품,C016219,EX(완전일치),1,G마켓2.0,주방가전 > 주방보조기기 > 주방보조기기용품
K0023439,진공포장기,C016220,EX(완전일치),1,G마켓2.0,주방가전 > 주방보조기기 > 진공포장기
K0023440,약탕기,C016221,EX(완전일치),1,G마켓2.0,주방가전 > 중탕기/약탕기 > 약탕기
K0023441,중탕기,C016223,EX(완전일치),1,G마켓2.0,주방가전 > 중탕기/약탕기 > 중탕기
K0023442,중탕기/약탕기용품,C016224,EX(완전일치),1,G마켓2.0,주방가전 > 중탕기/약탕기 > 중탕기/약탕기용품
K0023443,중탕기,C016224,SY(유의어분리),2,G마켓2.0,주방가전 > 중탕기/약탕기 > 중탕기/약탕기용품
K0023444,약탕기용품,C016224,SY(유의어분리),2,G마켓2.0,주방가전 > 중탕기/약탕기 > 중탕기/약탕기용품
K0023445,홍삼액제조기,C016225,EX(완전일치),1,G마켓2.0,주방가전 > 중탕기/약탕기 > 홍삼액제조기
K0023446,드립커피머신,C016226,EX(완전일치),1,G마켓2.0,주방가전 > 커피메이커 > 드립커피머신
K0023447,에스프레소머신,C016228,EX(완전일치),1,G마켓2.0,주방가전 > 커피메이커 > 에스프레소머신
K0023448,우유거품기계,C016229,EX(완전일치),1,G마켓2.0,주방가전 > 커피메이커 > 우유거품기계
K0023449,전동그라인더,C016230,EX(완전일치),1,G마켓2.0,주방가전 > 커피메이커 > 전동그라인더
K0023450,캡슐커피머신,C016231,EX(완전일치),1,G마켓2.0,주방가전 > 커피메이커 > 캡슐커피머신
K0023451,커피로스터기,C016232,EX(완전일치),1,G마켓2.0,주방가전 > 커피메이커 > 커피로스터기
K0023452,커피메이커용품,C016233,EX(완전일치),1,G마켓2.0,주방가전 > 커피메이커 > 커피메이커용품
K0023453,커피자판기,C016234,EX(완전일치),1,G마켓2.0,주방가전 > 커피메이커 > 커피자판기
K0023454,토스터기,C016235,EX(완전일치),1,G마켓2.0,주방가전 > 토스터기 > 토스터기
K0023455,에어프라이어,C016237,EX(완전일치),1,G마켓2.0,주방가전 > 튀김기 > 에어프라이어
K0023456,튀김기,C016239,EX(완전일치),1,G마켓2.0,주방가전 > 튀김기 > 튀김기
K0023457,튀김기용품,C016240,EX(완전일치),1,G마켓2.0,주방가전 > 튀김기 > 튀김기용품
K0023458,가마솥,C016241,EX(완전일치),1,G마켓2.0,주방용품 > 냄비/솥 > 가마솥
K0023459,곰솥,C016244,EX(완전일치),1,G마켓2.0,주방용품 > 냄비/솥 > 곰솥
K0023460,냄비,C016245,EX(완전일치),1,G마켓2.0,주방용품 > 냄비/솥 > 냄비
K0023461,돌솥,C016246,EX(완전일치),1,G마켓2.0,주방용품 > 냄비/솥 > 돌솥
K0023462,들통,C016247,EX(완전일치),1,G마켓2.0,주방용품 > 냄비/솥 > 들통
K0023463,뚝배기,C016248,EX(완전일치),1,G마켓2.0,주방용품 > 냄비/솥 > 뚝배기
K0023464,압력솥,C016249,EX(완전일치),1,G마켓2.0,주방용품 > 냄비/솥 > 압력솥
K0023465,찜솥,C016250,EX(완전일치),1,G마켓2.0,주방용품 > 냄비/솥 > 찜솥
K0023466,기타보관/밀폐용기,C016251,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 기타보관/밀폐용기
K0023467,기타보관,C016251,SY(유의어분리),2,G마켓2.0,주방용품 > 보관/밀폐용기 > 기타보관/밀폐용기
K0023468,밀폐용기,C016251,SY(유의어분리),2,G마켓2.0,주방용품 > 보관/밀폐용기 > 기타보관/밀폐용기
K0023469,김치통,C016253,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 김치통
K0023470,도시락/찬합,C016254,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 도시락/찬합
K0023471,도시락,C016254,SY(유의어분리),2,G마켓2.0,주방용품 > 보관/밀폐용기 > 도시락/찬합
K0023472,찬합,C016254,SY(유의어분리),2,G마켓2.0,주방용품 > 보관/밀폐용기 > 도시락/찬합
K0023473,물통/물병,C016255,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 물통/물병
K0023474,물통,C016255,SY(유의어분리),2,G마켓2.0,주방용품 > 보관/밀폐용기 > 물통/물병
K0023475,물병,C016255,SY(유의어분리),2,G마켓2.0,주방용품 > 보관/밀폐용기 > 물통/물병
K0023476,밀폐용기,C016256,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 밀폐용기
K0023477,밧드/반찬통,C016257,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 밧드/반찬통
K0023478,밧드,C016257,SY(유의어분리),2,G마켓2.0,주방용품 > 보관/밀폐용기 > 밧드/반찬통
K0023479,반찬통,C016257,SY(유의어분리),2,G마켓2.0,주방용품 > 보관/밀폐용기 > 밧드/반찬통
K0023480,보온병/보냉병,C016258,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 보온병/보냉병
K0023481,보온병,C016258,SY(유의어분리),2,G마켓2.0,주방용품 > 보관/밀폐용기 > 보온병/보냉병
K0023482,보냉병,C016258,SY(유의어분리),2,G마켓2.0,주방용품 > 보관/밀폐용기 > 보온병/보냉병
K0023483,소스병,C016259,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 소스병
K0023484,술병,C016260,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 술병
K0023485,시리얼디스펜서,C016261,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 시리얼디스펜서
K0023486,쌀통,C016262,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 쌀통
K0023487,아이스트레이,C016263,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 아이스트레이
K0023488,양념통,C016264,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 양념통
K0023489,쟁반,C016265,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 쟁반
K0023490,항아리,C016266,EX(완전일치),1,G마켓2.0,주방용품 > 보관/밀폐용기 > 항아리
K0023491,나이프,C016267,EX(완전일치),1,G마켓2.0,주방용품 > 수저/포크 > 나이프
K0023492,수저받침,C016269,EX(완전일치),1,G마켓2.0,주방용품 > 수저/포크 > 수저받침
K0023493,수저세트,C016270,EX(완전일치),1,G마켓2.0,주방용품 > 수저/포크 > 수저세트
K0023494,숟가락/젓가락,C016271,EX(완전일치),1,G마켓2.0,주방용품 > 수저/포크 > 숟가락/젓가락
K0023495,숟가락,C016271,SY(유의어분리),2,G마켓2.0,주방용품 > 수저/포크 > 숟가락/젓가락
K0023496,젓가락,C016271,SY(유의어분리),2,G마켓2.0,주방용품 > 수저/포크 > 숟가락/젓가락
K0023497,양식기세트,C016272,EX(완전일치),1,G마켓2.0,주방용품 > 수저/포크 > 양식기세트
K0023498,티스푼,C016273,EX(완전일치),1,G마켓2.0,주방용품 > 수저/포크 > 티스푼
K0023499,티스푼/포크세트,C016274,EX(완전일치),1,G마켓2.0,주방용품 > 수저/포크 > 티스푼/포크세트
K0023500,티스푼,C016274,SY(유의어분리),2,G마켓2.0,주방용품 > 수저/포크 > 티스푼/포크세트
K0023501,포크세트,C016274,SY(유의어분리),2,G마켓2.0,주방용품 > 수저/포크 > 티스푼/포크세트
K0023502,티포크,C016275,EX(완전일치),1,G마켓2.0,주방용품 > 수저/포크 > 티포크
K0023503,포크,C016276,EX(완전일치),1,G마켓2.0,주방용품 > 수저/포크 > 포크
K0023504,공기,C016277,EX(완전일치),1,G마켓2.0,주방용품 > 식기 > 공기
K0023505,기타식기,C016279,EX(완전일치),1,G마켓2.0,주방용품 > 식기 > 기타식기
K0023506,대접,C016280,EX(완전일치),1,G마켓2.0,주방용품 > 식기 > 대접
K0023507,면기,C016281,EX(완전일치),1,G마켓2.0,주방용품 > 식기 > 면기
K0023508,식기세트,C016282,EX(완전일치),1,G마켓2.0,주방용품 > 식기 > 식기세트
K0023509,식판,C016283,EX(완전일치),1,G마켓2.0,주방용품 > 식기 > 식판
K0023510,접시,C016284,EX(완전일치),1,G마켓2.0,주방용품 > 식기 > 접시
K0023511,찬기,C016285,EX(완전일치),1,G마켓2.0,주방용품 > 식기 > 찬기
K0023512,기타와인용품,C016286,EX(완전일치),1,G마켓2.0,주방용품 > 와인용품 > 기타와인용품
K0023513,와인디캔터,C016288,EX(완전일치),1,G마켓2.0,주방용품 > 와인용품 > 와인디캔터
K0023514,와인랙,C016289,EX(완전일치),1,G마켓2.0,주방용품 > 와인용품 > 와인랙
K0023515,와인스토퍼,C016290,EX(완전일치),1,G마켓2.0,주방용품 > 와인용품 > 와인스토퍼
K0023516,와인오프너,C016291,EX(완전일치),1,G마켓2.0,주방용품 > 와인용품 > 와인오프너
K0023517,와인쿨러/버킷,C016292,EX(완전일치),1,G마켓2.0,주방용품 > 와인용품 > 와인쿨러/버킷
K0023518,와인쿨러,C016292,SY(유의어분리),2,G마켓2.0,주방용품 > 와인용품 > 와인쿨러/버킷
K0023519,버킷,C016292,SY(유의어분리),2,G마켓2.0,주방용품 > 와인용품 > 와인쿨러/버킷
K0023520,계량스푼/컵/스쿱,C016293,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 계량스푼/컵/스쿱
K0023521,계량스푼,C016293,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 계량스푼/컵/스쿱
K0023522,스쿱,C016293,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 계량스푼/컵/스쿱
K0023523,기타제과/제빵도구,C016295,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 기타제과/제빵도구
K0023524,기타제과,C016295,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 기타제과/제빵도구
K0023525,제빵도구,C016295,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 기타제과/제빵도구
K0023526,베이킹컵,C016296,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 베이킹컵
K0023527,베이킹틀,C016297,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 베이킹틀
K0023528,베이킹팬,C016298,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 베이킹팬
K0023529,빵칼/스크래퍼,C016299,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 빵칼/스크래퍼
K0023530,빵칼,C016299,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 빵칼/스크래퍼
K0023531,스크래퍼,C016299,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 빵칼/스크래퍼
K0023532,유산지/베이킹매트,C016300,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 유산지/베이킹매트
K0023533,유산지,C016300,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 유산지/베이킹매트
K0023534,베이킹매트,C016300,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 유산지/베이킹매트
K0023535,조리용온도계,C016301,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 조리용온도계
K0023536,주방저울,C016302,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 주방저울
K0023537,짤주머니/반죽밀대,C016303,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 짤주머니/반죽밀대
K0023538,짤주머니,C016303,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 짤주머니/반죽밀대
K0023539,반죽밀대,C016303,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 짤주머니/반죽밀대
K0023540,케익스탠드/트레이,C016304,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 케익스탠드/트레이
K0023541,케익스탠드,C016304,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 케익스탠드/트레이
K0023542,트레이,C016304,SY(유의어분리),2,G마켓2.0,주방용품 > 제과/제빵도구 > 케익스탠드/트레이
K0023543,쿠키커터,C016305,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 쿠키커터
K0023544,쿠킹타이머,C016306,EX(완전일치),1,G마켓2.0,주방용품 > 제과/제빵도구 > 쿠킹타이머
K0023545,기타제수용품,C016307,EX(완전일치),1,G마켓2.0,주방용품 > 제수용품 > 기타제수용품
K0023546,병풍/제사용돗자리,C016309,EX(완전일치),1,G마켓2.0,주방용품 > 제수용품 > 병풍/제사용돗자리
K0023547,병풍,C016309,SY(유의어분리),2,G마켓2.0,주방용품 > 제수용품 > 병풍/제사용돗자리
K0023548,제사용돗자리,C016309,SY(유의어분리),2,G마켓2.0,주방용품 > 제수용품 > 병풍/제사용돗자리
K0023549,제기세트,C016310,EX(완전일치),1,G마켓2.0,주방용품 > 제수용품 > 제기세트
K0023550,제기함,C016311,EX(완전일치),1,G마켓2.0,주방용품 > 제수용품 > 제기함
K0023551,제사용향/초,C016312,EX(완전일치),1,G마켓2.0,주방용품 > 제수용품 > 제사용향/초
K0023552,제사용향,C016312,SY(유의어분리),2,G마켓2.0,주방용품 > 제수용품 > 제사용향/초
K0023553,거품기,C016313,EX(완전일치),1,G마켓2.0,주방용품 > 조리도구 > 거품기
K0023554,국자,C016315,EX(완전일치),1,G마켓2.0,주방용품 > 조리도구 > 국자
K0023555,기타조리도구,C016316,EX(완전일치),1,G마켓2.0,주방용품 > 조리도구 > 기타조리도구
K0023556,김밥/주먹밥틀,C016317,EX(완전일치),1,G마켓2.0,주방용품 > 조리도구 > 김밥/주먹밥틀
K0023557,김밥,C016317,SY(유의어분리),2,G마켓2.0,주방용품 > 조리도구 > 김밥/주먹밥틀
K0023558,주먹밥틀,C016317,SY(유의어분리),2,G마켓2.0,주방용품 > 조리도구 > 김밥/주먹밥틀
K0023559,다시망,C016318,EX(완전일치),1,G마켓2.0,주방용품 > 조리도구 > 다시망
K0023560,도마,C016319,EX(완전일치),1,G마켓2.0,주방용품 > 조리도구 > 도마
